temps_ecoule_s,spectre,longueur_onde_nm,puissance_W
287.939,NIR,975.0,10.037476035912803
288.472,NIR,975.0,10.045020029253674
289.01,NIR,975.0,10.045020029253674
289.574,NIR,975.0,10.045020029253674
290.076,NIR,975.0,9.999978869524755
290.61,NIR,975.0,10.037476035912803
291.144,NIR,976.0,9.984609590023235
291.682,NIR,976.0,9.977057350420145
292.214,NIR,976.0,9.977057350420145
292.753,NIR,976.0,9.977057350420145
293.288,NIR,976.0,9.984609590023235
293.825,NIR,976.0,9.984609590023235
294.357,NIR,976.0,9.984609590023235
294.884,NIR,976.0,9.977057350420145
295.431,NIR,975.0,9.951875525993925
295.97,NIR,976.0,9.977057350420145
296.49,NIR,975.0,9.951875525993925
297.024,NIR,974.0,9.949596229982385
297.558,NIR,975.0,9.984890882843015
298.106,NIR,974.0,9.957127126134662
298.629,NIR,975.0,9.984890882843015
299.162,NIR,974.0,9.942065333830104
299.691,NIR,974.0,9.942065333830104
300.211,NIR,974.0,9.942065333830104
300.777,NIR,974.0,9.942065333830104
301.316,NIR,974.0,9.942065333830104
301.85,NIR,974.0,9.949596229982385
302.391,NIR,975.0,9.984890882843015
302.911,NIR,975.0,9.977346889502144
303.421,NIR,975.0,9.996916685722844
303.978,NIR,975.0,9.996916685722844
304.525,NIR,975.0,9.996916685722844
305.049,NIR,976.0,10.030214504884437
305.594,NIR,976.0,9.977057350420145
306.127,NIR,976.0,10.037766744487527
306.666,NIR,975.0,10.023841090467027
307.197,NIR,975.0,9.97879993073811
307.73,NIR,975.0,9.993084879199643
308.266,NIR,975.0,10.000628872540512
308.801,NIR,975.0,9.993084879199643
309.332,NIR,975.0,9.993084879199643
309.839,NIR,975.0,9.993084879199643
310.407,NIR,975.0,9.993084879199643
310.932,NIR,976.0,9.985264075572292
311.466,NIR,975.0,9.951875525993925
312.0,NIR,976.0,9.977057350420145
312.536,NIR,976.0,9.977057350420145
313.128,NIR,975.0,9.951875525993925
313.605,NIR,977.0,9.973219325802281
314.142,NIR,977.0,9.980785881582111
314.674,NIR,977.0,9.980785881582111
315.192,NIR,977.0,9.980785881582111
315.747,NIR,976.0,9.977057350420145
316.283,NIR,976.0,9.985264075572292
316.792,NIR,976.0,9.985264075572292
317.354,NIR,976.0,9.985264075572292
317.917,NIR,976.0,9.977057350420145
318.424,NIR,976.0,9.977057350420145
318.959,NIR,976.0,9.977057350420145
319.494,NIR,975.0,9.951875525993925
320.031,NIR,975.0,9.951875525993925
320.566,NIR,975.0,9.944331532653056
321.091,NIR,975.0,9.977346889502144
321.639,NIR,975.0,9.9436815296373
322.164,NIR,975.0,9.9436815296373
322.695,NIR,975.0,9.9436815296373
323.233,NIR,974.0,9.942065333830104
323.771,NIR,974.0,9.942065333830104
324.3,NIR,975.0,9.722251277384803
324.817,NIR,975.0,9.473246617372368
325.375,NIR,974.0,9.200692672253998
325.917,NIR,974.0,8.9456251502574
326.439,NIR,974.0,8.69799480494199
326.975,NIR,974.0,8.443592750659365
327.509,NIR,975.0,8.225688450692974
328.046,NIR,973.0,7.95378037749048
328.583,NIR,973.0,7.707530990578628
329.12,NIR,973.0,7.453758386605038
329.657,NIR,973.0,7.461281603666777
330.195,NIR,974.0,7.439621670934377
330.718,NIR,975.0,7.482230556143354
331.255,NIR,973.0,7.44557451459697
331.795,NIR,973.0,7.461281603666777
332.329,NIR,975.0,7.489774549484224
332.856,NIR,975.0,7.489774549484224
333.391,NIR,975.0,7.489774549484224
333.926,NIR,975.0,7.489774549484224
334.463,NIR,975.0,7.534815709213143
334.994,NIR,977.0,7.552486086071157
335.529,NIR,975.0,7.534815709213143
336.064,NIR,973.0,7.481773204842867
336.647,NIR,975.0,7.534815709213143
337.137,NIR,973.0,7.520831632488512
337.662,NIR,973.0,7.520831632488512
338.204,NIR,973.0,7.520831632488512
338.743,NIR,973.0,7.520831632488512
339.277,NIR,973.0,7.520831632488512
339.776,NIR,973.0,7.4756215720467605
340.345,NIR,973.0,7.545550091754173
340.877,NIR,973.0,7.545550091754173
341.413,NIR,973.0,7.550878689938303
341.952,NIR,973.0,7.550878689938303
342.484,NIR,973.0,7.491328661116567
343.017,NIR,973.0,7.4838054440548305
343.559,NIR,973.0,7.505668629496552
344.091,NIR,973.0,7.498145412434814
344.627,NIR,973.0,7.508523903320492
345.174,NIR,973.0,7.5433554728765655
345.697,NIR,973.0,7.529015504496582
346.231,NIR,975.0,7.534815709213143
346.761,NIR,975.0,7.534815709213143
347.3,NIR,975.0,7.534815709213143
347.84,NIR,975.0,7.534815709213143
348.371,NIR,975.0,7.54300970556977
348.905,NIR,975.0,7.534815709213143
349.445,NIR,975.0,7.534815709213143
349.979,NIR,975.0,7.54300970556977
350.513,NIR,975.0,7.54300970556977
351.051,NIR,975.0,7.54300970556977
351.583,NIR,975.0,7.54300970556977
352.119,NIR,973.0,7.529015504496582
352.654,NIR,973.0,7.529015504496582
353.177,NIR,973.0,7.536538721558318
353.717,NIR,973.0,7.4838054440548305
354.248,NIR,973.0,7.491328661116567
354.777,NIR,973.0,7.491328661116567
355.328,NIR,973.0,7.536538721558318
355.868,NIR,973.0,7.491328661116567
356.393,NIR,973.0,7.550878689938303
356.928,NIR,973.0,7.4974847574884835
357.461,NIR,973.0,7.535171600868496
358.0,NIR,973.0,7.527648383806758
358.535,NIR,973.0,7.520831632488512
359.075,NIR,973.0,7.535171600868496
359.592,NIR,975.0,7.5497506606904325
360.14,NIR,975.0,7.54300970556977
360.703,NIR,975.0,7.5354657122289
361.209,NIR,975.0,7.5354657122289
361.735,NIR,975.0,7.5354657122289
362.269,NIR,975.0,7.557294654031303
362.819,NIR,975.0,7.54300970556977
363.339,NIR,975.0,7.497968545840851
363.883,NIR,975.0,7.54300970556977
364.416,NIR,975.0,7.497968545840851
364.926,NIR,973.0,7.4756215720467605
365.484,NIR,973.0,7.483144789108499
366.011,NIR,973.0,7.491328661116567
366.554,NIR,973.0,7.491328661116567
367.088,NIR,973.0,7.508523903320492
367.622,NIR,972.0,7.48715475446563
368.158,NIR,973.0,7.5010006862587515
368.688,NIR,973.0,7.508523903320492
369.225,NIR,975.0,7.5158959160081995
369.769,NIR,973.0,7.4838054440548305
370.305,NIR,973.0,7.4838054440548305
370.832,NIR,973.0,7.4838054440548305
371.393,NIR,975.0,7.505512539181721
371.914,NIR,975.0,7.497968545840851
372.434,NIR,975.0,7.497968545840851
372.974,NIR,975.0,7.55055369891064
373.514,NIR,975.0,7.55055369891064
374.036,NIR,977.0,7.552486086071157
374.58,NIR,975.0,7.54300970556977
375.108,NIR,975.0,7.5354657122289
375.65,NIR,975.0,7.5354657122289
376.184,NIR,975.0,7.482880559159112
376.716,NIR,975.0,7.482880559159112
377.248,NIR,973.0,7.505785198365035
377.785,NIR,973.0,7.468098354985022
378.314,NIR,973.0,7.468098354985022
378.849,NIR,973.0,7.4756215720467605
379.386,NIR,973.0,7.4756215720467605
379.898,NIR,973.0,7.483144789108499
380.453,NIR,973.0,7.483144789108499
380.996,NIR,973.0,7.483144789108499
381.528,NIR,973.0,7.47496091710043
382.063,NIR,973.0,7.47496091710043
382.594,NIR,973.0,7.482484134162168
383.127,NIR,975.0,7.497318542825094
383.66,NIR,975.0,7.497318542825094
384.257,NIR,975.0,7.497318542825094
384.735,NIR,975.0,7.497318542825094
385.259,NIR,973.0,7.483144789108499
385.805,NIR,973.0,7.483144789108499
386.339,NIR,975.0,7.497318542825094
386.872,NIR,975.0,7.264051872510157
387.417,NIR,973.0,6.998123421549371
387.941,NIR,975.0,6.779982014799451
388.483,NIR,973.0,6.504257527035845
389.02,NIR,975.0,6.2579543725023274
389.55,NIR,975.0,6.008949712489892
390.078,NIR,975.0,5.768139048834085
390.622,NIR,975.0,5.505499443375873
391.154,NIR,977.0,5.275007093410201
391.691,NIR,975.0,5.035064531110943
392.223,NIR,973.0,5.000750847256382
392.779,NIR,973.0,5.008274064318121
393.304,NIR,973.0,5.008274064318121
393.827,NIR,973.0,5.008274064318121
394.366,NIR,973.0,5.008274064318121
394.865,NIR,973.0,5.008274064318121
395.428,NIR,973.0,5.008274064318121
395.958,NIR,973.0,5.015797281379859
396.494,NIR,973.0,5.015797281379859
397.06,NIR,973.0,5.015797281379859
397.57,NIR,973.0,5.015797281379859
398.097,NIR,973.0,5.015797281379859
398.651,NIR,973.0,4.991078822114197
399.176,NIR,973.0,4.983555605052459
399.711,NIR,973.0,4.983555605052459
400.24,NIR,977.0,5.040486952429399
400.776,NIR,977.0,5.040486952429399
401.313,NIR,977.0,5.040486952429399
401.843,NIR,977.0,5.032920396649568
402.391,NIR,977.0,5.040486952429399
402.927,NIR,977.0,5.026257750008936
403.456,NIR,977.0,5.026257750008936
403.993,NIR,977.0,5.018048465397278
404.54,NIR,977.0,5.026257750008936
405.06,NIR,977.0,5.040486952429399
405.601,NIR,977.0,5.040486952429399
406.128,NIR,977.0,5.040486952429399
406.665,NIR,977.0,5.040486952429399
407.203,NIR,977.0,5.040486952429399
407.786,NIR,977.0,5.040486952429399
408.279,NIR,973.0,4.9760323879907205
408.795,NIR,975.0,5.035064531110943
409.345,NIR,973.0,5.016457936326189
409.866,NIR,973.0,5.008274064318121
410.411,NIR,973.0,5.023981153387927
410.945,NIR,973.0,5.015797281379859
411.478,NIR,973.0,5.008274064318121
412.015,NIR,973.0,5.015797281379859
412.549,NIR,973.0,5.015797281379859
413.077,NIR,977.0,5.025615021177107
413.62,NIR,973.0,5.001457312999875
414.153,NIR,973.0,5.001457312999875
414.69,NIR,973.0,5.001457312999875
415.226,NIR,977.0,5.018048465397278
415.761,NIR,973.0,4.993934095938137
416.296,NIR,973.0,4.993934095938137
416.829,NIR,973.0,4.985750223930068
417.367,NIR,973.0,4.985750223930068
417.892,NIR,973.0,4.993934095938137
418.433,NIR,973.0,4.993934095938137
418.971,NIR,973.0,4.993934095938137
419.503,NIR,973.0,4.993934095938137
420.016,NIR,973.0,4.993934095938137
420.58,NIR,973.0,5.002117967946206
421.107,NIR,973.0,4.993934095938137
421.633,NIR,973.0,4.993934095938137
422.169,NIR,973.0,4.993934095938137
422.703,NIR,973.0,5.002117967946206
423.252,NIR,973.0,4.993934095938137
423.78,NIR,977.0,5.018048465397278
424.313,NIR,977.0,5.040486952429399
424.85,NIR,977.0,5.018048465397278
425.384,NIR,977.0,5.018048465397278
425.912,NIR,977.0,5.010481909617448
426.449,NIR,977.0,5.018048465397278
426.992,NIR,977.0,5.018048465397278
427.529,NIR,973.0,4.993934095938137
428.054,NIR,973.0,4.993934095938137
428.594,NIR,973.0,4.993934095938137
429.13,NIR,973.0,4.993934095938137
429.658,NIR,977.0,5.018048465397278
430.2,NIR,973.0,4.991078822114197
430.735,NIR,973.0,5.00761340937179
431.262,NIR,973.0,5.00761340937179
431.848,NIR,973.0,5.0007966580535435
432.338,NIR,973.0,4.993273440991806
432.864,NIR,973.0,4.982894950106129
433.399,NIR,973.0,4.961031764664407
433.936,NIR,977.0,5.018048465397278
434.472,NIR,973.0,4.985750223930068
434.986,NIR,973.0,4.985750223930068
435.548,NIR,973.0,4.985750223930068
436.092,NIR,973.0,4.961031764664407
436.617,NIR,977.0,5.018048465397278
437.142,NIR,973.0,4.983555605052459
437.693,NIR,973.0,4.9753717330443905
438.208,NIR,973.0,4.983555605052459
438.751,NIR,973.0,4.983555605052459
439.285,NIR,973.0,4.991078822114197
439.823,NIR,978.0,5.009502887001057
440.356,NIR,973.0,4.961031764664407
440.887,NIR,973.0,4.9753717330443905
441.422,NIR,973.0,4.9753717330443905
441.964,NIR,973.0,4.967848515982652
442.498,NIR,973.0,4.967848515982652
443.033,NIR,973.0,4.978227006868329
443.57,NIR,973.0,4.970703789806591
444.106,NIR,973.0,4.992566975248313
444.642,NIR,973.0,4.992566975248313
445.164,NIR,973.0,4.746317588336462
445.7,NIR,973.0,4.506884952742856
446.238,NIR,973.0,4.253112348769266
446.773,NIR,973.0,4.021202930237399
447.305,NIR,973.0,3.78929351170553
447.843,NIR,967.0,3.5008188412954633
448.383,NIR,967.0,3.264680870403068
448.911,NIR,978.0,3.0818056527671334
449.447,NIR,967.0,2.7853477868185967
449.976,NIR,967.0,2.549209815926202
450.527,NIR,967.0,2.549209815926202
451.058,NIR,967.0,2.5566712062107526
451.59,NIR,967.0,2.5711897382949838
452.125,NIR,963.0,2.5759703281838466
452.697,NIR,967.0,2.6021652292673236
453.198,NIR,963.0,2.5759703281838466
453.72,NIR,967.0,2.6021652292673236
454.263,NIR,963.0,2.5975564572314296
454.802,NIR,963.0,2.583408572308224
455.375,NIR,963.0,2.5759703281838466
455.866,NIR,963.0,2.583408572308224
456.4,NIR,963.0,2.5759703281838466
456.937,NIR,967.0,2.6096266195518742
457.472,NIR,967.0,2.5793472720570527
458.01,NIR,967.0,2.5793472720570527
458.541,NIR,967.0,2.5793472720570527
459.087,NIR,981.0,2.631788493079952
459.615,NIR,981.0,2.631788493079952
460.127,NIR,981.0,2.6241651701001047
460.681,NIR,967.0,2.5793472720570527
461.212,NIR,981.0,2.631788493079952
461.75,NIR,967.0,2.571885881772502
462.277,NIR,967.0,2.571885881772502
462.812,NIR,967.0,2.571885881772502
463.348,NIR,967.0,2.5793472720570527
463.896,NIR,967.0,2.5793472720570527
464.419,NIR,967.0,2.5793472720570527
464.941,NIR,967.0,2.5793472720570527
465.498,NIR,967.0,2.5711897382949838
466.018,NIR,967.0,2.5793472720570527
466.565,NIR,967.0,2.5793472720570527
467.092,NIR,967.0,2.586808662341604
467.627,NIR,967.0,2.5711897382949838
468.163,NIR,967.0,2.5711897382949838
468.698,NIR,967.0,2.5711897382949838
469.239,NIR,967.0,2.5711897382949838
469.776,NIR,967.0,2.5711897382949838
470.297,NIR,967.0,2.5711897382949838
470.83,NIR,967.0,2.5711897382949838
471.374,NIR,967.0,2.563728348010433
471.911,NIR,967.0,2.5711897382949838
472.445,NIR,967.0,2.5711897382949838
472.977,NIR,967.0,2.5711897382949838
473.51,NIR,967.0,2.563728348010433
474.043,NIR,967.0,2.563728348010433
474.578,NIR,967.0,2.5711897382949838
475.088,NIR,967.0,2.563728348010433
475.645,NIR,967.0,2.563728348010433
476.193,NIR,967.0,2.563728348010433
476.722,NIR,967.0,2.563728348010433
477.254,NIR,967.0,2.563728348010433
477.791,NIR,967.0,2.563728348010433
478.332,NIR,967.0,2.563728348010433
478.892,NIR,967.0,2.563728348010433
479.394,NIR,967.0,2.5630322045329152
479.928,NIR,967.0,2.5630322045329152
480.462,NIR,967.0,2.548513672448684
480.996,NIR,967.0,2.5566712062107526
481.527,NIR,967.0,2.5566712062107526
482.061,NIR,967.0,2.548513672448684
482.592,NIR,967.0,2.5566712062107526
483.142,NIR,967.0,2.549209815926202
483.664,NIR,981.0,2.6017739452524005
484.201,NIR,981.0,2.6017739452524005
484.733,NIR,982.0,2.616761281524045
485.276,NIR,981.0,2.6017739452524005
485.813,NIR,981.0,2.6241651701001047
486.348,NIR,980.0,2.6101707540170276
486.881,NIR,980.0,2.6101707540170276
487.41,NIR,967.0,2.563728348010433
487.949,NIR,967.0,2.563728348010433
488.489,NIR,967.0,2.563728348010433
489.03,NIR,967.0,2.5711897382949838
489.558,NIR,967.0,2.5711897382949838
490.058,NIR,967.0,2.549209815926202
490.624,NIR,967.0,2.549209815926202
491.162,NIR,967.0,2.549209815926202
491.698,NIR,967.0,2.549209815926202
492.243,NIR,978.0,2.6168356973504103
492.75,NIR,978.0,2.6168356973504103
493.296,NIR,967.0,2.549209815926202
493.839,NIR,967.0,2.5566712062107526
494.364,NIR,978.0,2.6168356973504103
494.916,NIR,978.0,2.6168356973504103
495.446,NIR,963.0,2.5620350287172635
495.973,NIR,963.0,2.5613262478570573
496.513,NIR,963.0,2.5613262478570573
497.037,NIR,963.0,2.5538880037326797
497.578,NIR,967.0,2.586546305220704
498.119,NIR,963.0,2.5457409787480962
498.645,NIR,963.0,2.5538880037326797
499.181,NIR,963.0,2.5457409787480962
499.721,NIR,963.0,2.5457409787480962
500.247,NIR,963.0,2.5457409787480962
500.786,NIR,967.0,2.5410522821641335
501.325,NIR,967.0,2.5417484256416514
501.85,NIR,967.0,2.549209815926202
502.42,NIR,967.0,2.549209815926202
502.924,NIR,967.0,2.549209815926202
503.458,NIR,967.0,2.549209815926202
503.997,NIR,967.0,2.563728348010433
504.536,NIR,967.0,2.563728348010433
505.032,NIR,978.0,2.3958896525369626
505.589,NIR,978.0,2.1465245831189215
506.13,NIR,980.0,1.9213798615022593
506.679,NIR,981.0,1.6881697348243456
507.206,NIR,982.0,1.454139186669544
507.727,NIR,983.0,1.2210633782326805
508.269,NIR,984.0,0.9842792144405423
508.807,NIR,713.0,1.542201892898965
509.345,inconnu,0.0,0.0
509.866,inconnu,0.0,0.0
510.4,inconnu,0.0,0.0
510.935,inconnu,0.0,0.0
511.471,inconnu,0.0,0.0
512.015,inconnu,0.0,0.0
512.637,inconnu,0.0,0.0
513.074,inconnu,0.0,0.0
513.61,inconnu,0.0,0.0
514.157,inconnu,0.0,0.0
514.694,inconnu,0.0,0.0
515.223,inconnu,0.0,0.0
515.76,inconnu,0.0,0.0
516.3,inconnu,0.0,0.0
516.823,inconnu,0.0,0.0
517.364,inconnu,0.0,0.0
517.905,inconnu,0.0,0.0
518.432,inconnu,0.0,0.0
518.97,inconnu,0.0,0.0
519.499,inconnu,0.0,0.0
520.029,inconnu,0.0,0.0
520.57,inconnu,0.0,0.0
521.109,inconnu,0.0,0.0
521.639,inconnu,0.0,0.0
522.183,inconnu,0.0,0.0
522.71,inconnu,0.0,0.0
523.236,inconnu,0.0,0.0
523.781,inconnu,0.0,0.0
524.316,inconnu,0.0,0.0
524.845,inconnu,0.0,0.0
525.385,inconnu,0.0,0.0
525.96,inconnu,0.0,0.0
526.451,inconnu,0.0,0.0
526.981,inconnu,0.0,0.0
527.532,inconnu,0.0,0.0
528.064,inconnu,0.0,0.0
528.589,inconnu,0.0,0.0
529.124,inconnu,0.0,0.0
529.666,inconnu,0.0,0.0
530.182,inconnu,0.0,0.0
530.737,inconnu,0.0,0.0
531.274,inconnu,0.0,0.0
531.803,inconnu,0.0,0.0
532.338,inconnu,0.0,0.0
532.883,inconnu,0.0,0.0
533.415,inconnu,0.0,0.0
533.95,inconnu,0.0,0.0
534.487,inconnu,0.0,0.0
535.018,inconnu,0.0,0.0
535.554,inconnu,0.0,0.0
536.084,inconnu,0.0,0.0
536.617,inconnu,0.0,0.0
537.157,inconnu,0.0,0.0
537.688,inconnu,0.0,0.0
538.229,inconnu,0.0,0.0
538.762,inconnu,0.0,0.0
539.298,inconnu,0.0,0.0
539.828,inconnu,0.0,0.0
540.358,inconnu,0.0,0.0
540.895,inconnu,0.0,0.0
541.422,inconnu,0.0,0.0
541.962,inconnu,0.0,0.0
542.501,inconnu,0.0,0.0
543.027,inconnu,0.0,0.0
543.568,inconnu,0.0,0.0
544.099,inconnu,0.0,0.0
544.64,inconnu,0.0,0.0
545.138,inconnu,0.0,0.0
545.695,inconnu,0.0,0.0
546.24,inconnu,0.0,0.0
546.768,inconnu,0.0,0.0
547.31,inconnu,0.0,0.0
547.84,inconnu,0.0,0.0
548.377,inconnu,0.0,0.0
548.918,inconnu,0.0,0.0
549.45,inconnu,0.0,0.0
550.013,inconnu,0.0,0.0
550.516,inconnu,0.0,0.0
551.057,inconnu,0.0,0.0
551.588,inconnu,0.0,0.0
552.124,inconnu,0.0,0.0
552.653,inconnu,0.0,0.0
553.194,inconnu,0.0,0.0
553.72,inconnu,0.0,0.0
554.256,inconnu,0.0,0.0
554.797,inconnu,0.0,0.0
555.323,inconnu,0.0,0.0
555.862,inconnu,0.0,0.0
556.4,inconnu,0.0,0.0
556.943,inconnu,0.0,0.0
557.472,inconnu,0.0,0.0
557.996,inconnu,0.0,0.0
558.536,inconnu,0.0,0.0
559.084,inconnu,0.0,0.0
559.624,inconnu,0.0,0.0
560.134,inconnu,0.0,0.0
560.682,inconnu,0.0,0.0
561.224,inconnu,0.0,0.0
561.754,inconnu,0.0,0.0
562.292,inconnu,0.0,0.0
562.821,inconnu,0.0,0.0
563.356,inconnu,0.0,0.0
563.892,inconnu,0.0,0.0
564.432,inconnu,0.0,0.0
